web-scraper-order,web-scraper-start-url,boys-category-link,boys-category-link-href,boys-new-in-product-link,boys-new-in-product-link-href,boys-new-in-product-name,boys-new-in-product-image-src,product-price,item-size
"1707163736-144","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Billie Faiers Waffle Striped All In Ones 2 Pack","https://global.direct.asda.com/george/baby/baby-boy-outfits/billie-faiers-waffle-striped-all-in-ones-2-pack/GEM1084902,default,pd.html?cgid=D5M9G1C5","Billie Faiers Waffle Striped All In Ones 2 Pack","https://asda.scene7.com/is/image/Asda/5059195909532?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN46","6-9 Mths"
"1707163736-145","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Billie Faiers Waffle Striped All In Ones 2 Pack","https://global.direct.asda.com/george/baby/baby-boy-outfits/billie-faiers-waffle-striped-all-in-ones-2-pack/GEM1084902,default,pd.html?cgid=D5M9G1C5","Billie Faiers Waffle Striped All In Ones 2 Pack","https://asda.scene7.com/is/image/Asda/5059195909532?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN46","9-12 Mths"
"1707163736-146","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Billie Faiers Waffle Striped All In Ones 2 Pack","https://global.direct.asda.com/george/baby/baby-boy-outfits/billie-faiers-waffle-striped-all-in-ones-2-pack/GEM1084902,default,pd.html?cgid=D5M9G1C5","Billie Faiers Waffle Striped All In Ones 2 Pack","https://asda.scene7.com/is/image/Asda/5059195909532?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN46","1-1.5 Yrs"
"1707163736-147","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Billie Faiers Waffle Striped All In Ones 2 Pack","https://global.direct.asda.com/george/baby/baby-boy-outfits/billie-faiers-waffle-striped-all-in-ones-2-pack/GEM1084902,default,pd.html?cgid=D5M9G1C5","Billie Faiers Waffle Striped All In Ones 2 Pack","https://asda.scene7.com/is/image/Asda/5059195909532?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN46","1.5-2 Yrs"
"1707163736-148","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Billie Faiers Waffle Striped All In Ones 2 Pack","https://global.direct.asda.com/george/baby/baby-boy-outfits/billie-faiers-waffle-striped-all-in-ones-2-pack/GEM1084902,default,pd.html?cgid=D5M9G1C5","Billie Faiers Waffle Striped All In Ones 2 Pack","https://asda.scene7.com/is/image/Asda/5059195909532?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN46","2-3 Yrs"
"1707163746-149","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN66","1.5-2 Yrs"
"1707163746-150","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN66","2-3 Yrs"
"1707163746-151","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN66","3-4 Yrs"
"1707163746-152","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN66","4-5 Yrs"
"1707163746-153","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN66","5-6 Yrs"
"1707163746-154","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","6-7 Yrs"
"1707163746-155","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","7-8 Yrs"
"1707163746-156","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","8-9 Yrs"
"1707163746-157","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","9-10 Yrs"
"1707163746-158","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","10-11 Yrs"
"1707163746-159","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","11-12 Yrs"
"1707163746-160","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN73","12-13 Yrs"
"1707163746-161","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Star Print Long Sleeve Pyjamas 5 Pack","https://global.direct.asda.com/george/kids/nightwear-slippers/star-print-long-sleeve-pyjamas-5-pack/GEM1096490,default,pd.html?cgid=D25M1G1C11","Star Print Long Sleeve Pyjamas 5 Pack","https://asda.scene7.com/is/image/Asda/5059196457513?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN61","13-14 Yrs"
"1707163754-162","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN23","8 Jnr"
"1707163754-163","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN23","9 Jnr"
"1707163754-164","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN23","10 Jnr"
"1707163754-165","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN23","11 Jnr"
"1707163754-166","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN27","12 Jnr"
"1707163754-167","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN27","13 Jnr"
"1707163754-168","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN27","1"
"1707163754-169","https://global.direct.asda.com/george/kids/D25,default,sc.html","New In","https://global.direct.asda.com/george/kids/new-in/D25M1G2C1,default,sc.html","Pokémon Pikachu Black Check Clogs","https://global.direct.asda.com/george/kids/shoes/pokemon-pikachu-black-check-clogs/GEM1087038,default,pd.html?cgid=D25M1G1C14","Pokémon Pikachu Black Check Clogs","https://asda.scene7.com/is/image/Asda/5059196059694?hei=1026&wid=762&qlt=85&fmt=pjpg&resmode=sharp2&op_usm=1.1,0.5,0,0&defaultimage=default_details_George_rd","BGN27","2"
